team,playerName,CoverageType_pooled,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes,plays,totalPlays,freq
PHI,A.J. Brown,Man,55.00000000000001,42,37,134.0,192.0,0.6979166666666666,71,124,0.5725806451612904
PHI,A.J. Brown,Other,8.9,6,9,23.900000000000002,109.0,0.21926605504587157,11,124,0.08870967741935484
PHI,A.J. Brown,Zone,52.1,24,30,106.10000000000001,185.0,0.5735135135135135,42,124,0.3387096774193548
ARI,A.J. Green,Man,27.7,6,26,59.7,226.0,0.26415929203539823,55,116,0.47413793103448276
ARI,A.J. Green,Other,0.0,0,0,0.0,12.0,0.0,2,116,0.017241379310344827
ARI,A.J. Green,Zone,25.900000000000002,12,24,61.900000000000006,233.0,0.26566523605150216,59,116,0.5086206896551724
GB,Aaron Jones,Man,14.3,6,17,37.30000000000001,84.0,0.4440476190476192,26,70,0.37142857142857144
GB,Aaron Jones,Other,15.700000000000003,0,22,37.7,69.0,0.5463768115942029,25,70,0.35714285714285715
GB,Aaron Jones,Zone,8.100000000000001,6,13,27.1,66.0,0.41060606060606064,19,70,0.2714285714285714
MIA,Adam Shaheen,Man,10.8,18,8,36.8,57.0,0.6456140350877192,16,16,1.0
MIN,Adam Thielen,Man,36.60000000000001,60,32,128.59999999999997,214.0,0.6009345794392522,52,115,0.45217391304347826
MIN,Adam Thielen,Other,4.2,0,4,8.2,112.0,0.0732142857142857,6,115,0.05217391304347826
MIN,Adam Thielen,Zone,54.39999999999999,24,41,119.40000000000002,236.0,0.5059322033898306,57,115,0.4956521739130435
NO,Adam Trautman,Zone,12.000000000000002,6,9,27.0,61.0,0.4426229508196721,10,10,1.0
DEN,Albert Okwuegbunam,Man,10.100000000000001,0,9,19.099999999999998,29.0,0.6586206896551723,12,12,1.0
MIA,Alec Ingold,Man,0.5,6,3,9.5,4.0,2.375,5,17,0.29411764705882354
MIA,Alec Ingold,Zone,10.5,0,9,19.5,29.0,0.6724137931034483,12,17,0.7058823529411765
WAS,Alex Erickson,Man,2.7,0,4,6.7,14.0,0.4785714285714286,7,7,1.0
MIN,Alexander Mattison,Man,6.500000000000001,6,6,18.5,12.0,1.5416666666666667,7,16,0.4375
MIN,Alexander Mattison,Other,2.5,0,3,5.5,15.0,0.36666666666666664,4,16,0.25
MIN,Alexander Mattison,Zone,3.9000000000000004,0,5,8.899999999999999,2.0,4.449999999999999,5,16,0.3125
GB,Allen Lazard,Man,23.0,18,15,56.0,121.0,0.4628099173553719,28,62,0.45161290322580644
GB,Allen Lazard,Other,2.1999999999999997,0,4,6.199999999999999,39.0,0.15897435897435896,5,62,0.08064516129032258
GB,Allen Lazard,Zone,35.699999999999996,6,21,62.7,96.0,0.6531250000000001,29,62,0.46774193548387094
NO,Alvin Kamara,Man,26.299999999999997,6,26,58.29999999999999,128.0,0.4554687499999999,35,121,0.2892561983471074
NO,Alvin Kamara,Other,28.2,18,37,83.2,98.0,0.8489795918367348,49,121,0.4049586776859504
NO,Alvin Kamara,Zone,29.1,6,30,65.1,133.0,0.4894736842105263,37,121,0.30578512396694213
CLE,Amari Cooper,Man,58.0,18,45,121.00000000000001,254.0,0.47637795275590555,62,132,0.4696969696969697
CLE,Amari Cooper,Other,1.3,0,5,6.3,17.0,0.37058823529411766,6,132,0.045454545454545456
CLE,Amari Cooper,Zone,52.10000000000001,12,43,107.10000000000001,267.0,0.401123595505618,64,132,0.48484848484848486
ARI,Andy Isabella,Man,5.800000000000001,6,5,16.8,34.0,0.49411764705882355,10,35,0.2857142857142857
ARI,Andy Isabella,Other,5.000000000000001,6,9,19.999999999999996,43.0,0.4651162790697674,10,35,0.2857142857142857
ARI,Andy Isabella,Zone,11.600000000000001,0,7,18.6,48.0,0.3875,15,35,0.42857142857142855
ATL,Anthony Firkser,Man,23.4,6,19,48.4,120.0,0.4033333333333333,27,57,0.47368421052631576
ATL,Anthony Firkser,Other,2.6,0,1,3.6,65.0,0.055384615384615386,1,57,0.017543859649122806
ATL,Anthony Firkser,Zone,17.1,0,21,38.10000000000001,98.0,0.38877551020408174,29,57,0.5087719298245614
PIT,Anthony McFarland Jr.,Man,0.7000000000000001,0,1,1.7000000000000002,1.0,1.7000000000000002,3,7,0.42857142857142855
PIT,Anthony McFarland Jr.,Other,2.2,0,3,5.2,21.0,0.24761904761904763,4,7,0.5714285714285714
PIT,Anthony Miller,Man,26.4,12,20,58.400000000000006,190.0,0.3073684210526316,41,80,0.5125
PIT,Anthony Miller,Other,5.8,0,9,14.799999999999999,41.0,0.36097560975609755,10,80,0.125
PIT,Anthony Miller,Zone,18.500000000000007,0,22,40.49999999999999,204.0,0.19852941176470584,29,80,0.3625
WAS,Antonio Gibson,Man,4.2,0,10,14.2,37.0,0.38378378378378375,15,47,0.3191489361702128
WAS,Antonio Gibson,Other,7.8999999999999995,0,8,15.900000000000002,40.0,0.3975000000000001,10,47,0.2127659574468085
WAS,Antonio Gibson,Zone,13.000000000000002,0,20,33.0,62.0,0.532258064516129,22,47,0.46808510638297873
ATL,Auden Tate,Man,4.1,0,4,8.1,20.0,0.40499999999999997,10,13,0.7692307692307693
ATL,Auden Tate,Other,4.300000000000001,0,3,7.300000000000001,2.0,3.6500000000000004,3,13,0.23076923076923078
LAC,Austin Ekeler,Man,9.1,6,11,26.1,65.0,0.40153846153846157,15,66,0.22727272727272727
LAC,Austin Ekeler,Other,16.3,6,20,42.300000000000004,74.0,0.5716216216216217,22,66,0.3333333333333333
LAC,Austin Ekeler,Zone,14.900000000000004,0,23,37.9,100.0,0.379,29,66,0.4393939393939394
TEN,Austin Hooper,Man,19.400000000000002,0,22,41.39999999999999,123.0,0.33658536585365845,33,84,0.39285714285714285
TEN,Austin Hooper,Other,6.6000000000000005,6,9,21.6,57.0,0.37894736842105264,10,84,0.11904761904761904
TEN,Austin Hooper,Zone,25.3,24,25,74.30000000000001,143.0,0.5195804195804197,41,84,0.4880952380952381
KC,Blake Bell,Man,7.0,0,5,12.0,12.0,1.0,7,7,1.0
PHI,Boston Scott,Man,8.0,6,7,21.0,38.0,0.5526315789473685,14,37,0.3783783783783784
PHI,Boston Scott,Other,4.1,0,6,10.100000000000001,14.0,0.7214285714285715,8,37,0.21621621621621623
PHI,Boston Scott,Zone,10.8,0,13,23.800000000000004,49.0,0.4857142857142858,15,37,0.40540540540540543
HOU,Brandin Cooks,Man,48.3,18,29,95.30000000000001,243.0,0.39218106995884777,55,124,0.4435483870967742
HOU,Brandin Cooks,Other,14.999999999999998,6,14,35.0,115.0,0.30434782608695654,14,124,0.11290322580645161
HOU,Brandin Cooks,Zone,55.6,18,41,114.60000000000001,260.0,0.4407692307692308,55,124,0.4435483870967742
SF,Brandon Aiyuk,Man,23.3,12,19,54.3,160.0,0.339375,41,103,0.39805825242718446
SF,Brandon Aiyuk,Other,11.7,6,14,31.7,94.0,0.3372340425531915,16,103,0.1553398058252427
SF,Brandon Aiyuk,Zone,39.8,12,27,78.8,210.0,0.3752380952380952,46,103,0.44660194174757284
LAR,Brandon Powell,Man,3.6000000000000005,12,7,22.6,55.0,0.41090909090909095,13,13,1.0
NYJ,Braxton Berrios,Man,15.600000000000001,18,11,44.599999999999994,90.0,0.49555555555555547,22,56,0.39285714285714285
NYJ,Braxton Berrios,Other,6.800000000000001,0,12,18.8,19.0,0.9894736842105264,12,56,0.21428571428571427
NYJ,Braxton Berrios,Zone,17.000000000000004,0,14,31.0,64.0,0.484375,22,56,0.39285714285714285
TB,Breshad Perriman,Man,18.0,0,9,27.0,107.0,0.2523364485981308,24,66,0.36363636363636365
TB,Breshad Perriman,Other,5.8,0,7,12.8,86.0,0.14883720930232558,8,66,0.12121212121212122
TB,Breshad Perriman,Zone,27.600000000000005,18,15,60.60000000000001,183.0,0.3311475409836066,34,66,0.5151515151515151
ATL,Bryan Edwards,Man,5.0,0,4,9.0,5.0,1.8,8,8,1.0
CHI,Byron Pringle,Man,6.700000000000001,0,7,13.700000000000001,5.0,2.74,12,12,1.0
NYG,C.J. Board,Other,-0.2,0,1,0.8,2.0,0.4,1,12,0.08333333333333333
NYG,C.J. Board,Zone,6.699999999999999,0,6,12.7,25.0,0.508,11,12,0.9166666666666666
NYJ,C.J. Uzomah,Man,3.8000000000000003,6,2,11.8,2.0,5.9,3,3,1.0
LAR,Cam Akers,Man,1.5000000000000002,6,4,11.5,4.0,2.875,5,15,0.3333333333333333
LAR,Cam Akers,Zone,13.600000000000001,0,8,21.6,38.0,0.5684210526315789,10,15,0.6666666666666666
WAS,Cam Sims,Man,25.500000000000004,6,14,45.5,99.0,0.4595959595959596,19,62,0.3064516129032258
WAS,Cam Sims,Other,5.0,0,5,10.0,51.0,0.19607843137254902,5,62,0.08064516129032258
WAS,Cam Sims,Zone,27.6,0,20,47.599999999999994,205.0,0.2321951219512195,38,62,0.6129032258064516
TB,Cameron Brate,Man,25.200000000000003,12,23,60.199999999999996,76.0,0.7921052631578946,31,54,0.5740740740740741
TB,Cameron Brate,Other,3.6,0,3,6.6,30.0,0.22,3,54,0.05555555555555555
TB,Cameron Brate,Zone,16.800000000000004,6,16,38.79999999999999,29.0,1.3379310344827582,20,54,0.37037037037037035
DAL,CeeDee Lamb,Man,32.499999999999986,12,22,66.50000000000001,209.0,0.31818181818181823,43,118,0.3644067796610169
DAL,CeeDee Lamb,Other,7.8,0,18,25.8,103.0,0.2504854368932039,24,118,0.2033898305084746
DAL,CeeDee Lamb,Zone,53.2,18,34,105.20000000000002,218.0,0.4825688073394496,51,118,0.4322033898305085
HOU,Chad Beebe,Man,4.800000000000001,0,5,9.8,22.0,0.4454545454545455,7,33,0.21212121212121213
HOU,Chad Beebe,Other,4.7,6,2,12.7,38.0,0.33421052631578946,2,33,0.06060606060606061
HOU,Chad Beebe,Zone,12.100000000000001,6,14,32.1,101.0,0.3178217821782178,24,33,0.7272727272727273
PIT,Chase Claypool,Man,46.8,36,26,108.79999999999998,197.0,0.5522842639593908,54,133,0.40601503759398494
PIT,Chase Claypool,Other,8.0,12,8,27.999999999999996,72.0,0.38888888888888884,15,133,0.11278195488721804
PIT,Chase Claypool,Zone,41.80000000000001,24,36,101.79999999999998,180.0,0.5655555555555555,64,133,0.48120300751879697
MIA,Chase Edmonds,Man,13.799999999999997,12,18,43.800000000000004,88.0,0.4977272727272728,24,70,0.34285714285714286
MIA,Chase Edmonds,Other,4.9,6,12,22.899999999999995,64.0,0.3578124999999999,15,70,0.21428571428571427
MIA,Chase Edmonds,Zone,23.400000000000002,6,25,54.39999999999999,137.0,0.39708029197080286,31,70,0.44285714285714284
SEA,Chris Carson,Man,10.3,6,10,26.300000000000004,73.0,0.3602739726027398,15,50,0.3
SEA,Chris Carson,Other,6.1,6,10,22.1,23.0,0.9608695652173914,13,50,0.26
SEA,Chris Carson,Zone,13.700000000000003,12,20,45.699999999999996,62.0,0.7370967741935484,22,50,0.44
HOU,Chris Conley,Man,32.1,12,23,67.1,143.0,0.4692307692307692,38,65,0.5846153846153846
HOU,Chris Conley,Other,2.7,0,3,5.699999999999999,71.0,0.08028169014084506,3,65,0.046153846153846156
HOU,Chris Conley,Zone,13.600000000000001,0,15,28.6,132.0,0.21666666666666667,24,65,0.36923076923076925
TB,Chris Godwin,Man,50.90000000000001,12,43,105.90000000000002,221.0,0.479185520361991,62,121,0.512396694214876
TB,Chris Godwin,Other,16.0,0,19,35.0,47.0,0.7446808510638298,21,121,0.17355371900826447
TB,Chris Godwin,Zone,44.000000000000014,42,22,108.00000000000001,139.0,0.7769784172661871,38,121,0.3140495867768595
JAX,Chris Manhertz,Man,2.5,0,2,4.5,13.0,0.34615384615384615,4,4,1.0
ARI,Christian Blake,Man,2.6999999999999997,0,3,5.7,17.0,0.33529411764705885,8,21,0.38095238095238093
ARI,Christian Blake,Other,0.7000000000000001,0,1,1.7000000000000002,21.0,0.08095238095238096,2,21,0.09523809523809523
ARI,Christian Blake,Zone,10.700000000000003,0,9,19.699999999999996,6.0,3.2833333333333328,11,21,0.5238095238095238
JAX,Christian Kirk,Man,16.6,6,9,31.6,96.0,0.32916666666666666,24,81,0.2962962962962963
JAX,Christian Kirk,Other,4.1000000000000005,6,8,18.099999999999998,57.0,0.3175438596491228,9,81,0.1111111111111111
JAX,Christian Kirk,Zone,41.80000000000001,24,32,97.80000000000003,255.0,0.383529411764706,48,81,0.5925925925925926
CAR,Christian McCaffrey,Man,4.0,6,5,15.000000000000002,9.0,1.666666666666667,7,21,0.3333333333333333
CAR,Christian McCaffrey,Other,4.4,0,6,10.4,43.0,0.24186046511627907,7,21,0.3333333333333333
CAR,Christian McCaffrey,Zone,6.300000000000001,0,7,13.3,6.0,2.216666666666667,7,21,0.3333333333333333
KC,Clyde Edwards-Helaire,Man,11.300000000000002,12,13,36.3,93.0,0.39032258064516123,22,61,0.36065573770491804
KC,Clyde Edwards-Helaire,Other,5.5,0,9,14.5,23.0,0.6304347826086957,9,61,0.14754098360655737
KC,Clyde Edwards-Helaire,Zone,18.1,0,19,37.1,102.0,0.36372549019607847,30,61,0.4918032786885246
CHI,Cole Kmet,Man,6.8,0,9,15.8,98.0,0.16122448979591839,16,49,0.32653061224489793
CHI,Cole Kmet,Other,1.8,0,2,3.8,17.0,0.22352941176470587,4,49,0.08163265306122448
CHI,Cole Kmet,Zone,17.599999999999994,12,20,49.600000000000016,116.0,0.42758620689655186,29,49,0.5918367346938775
NYG,Collin Johnson,Man,12.400000000000002,6,9,27.4,58.0,0.4724137931034483,17,19,0.8947368421052632
NYG,Collin Johnson,Other,0.6000000000000001,0,1,1.6,20.0,0.08,2,19,0.10526315789473684
LAR,Cooper Kupp,Man,32.800000000000004,12,32,76.8,169.0,0.4544378698224852,53,138,0.38405797101449274
LAR,Cooper Kupp,Other,8.300000000000002,0,13,21.299999999999997,55.0,0.3872727272727272,15,138,0.10869565217391304
LAR,Cooper Kupp,Zone,67.6,6,53,126.59999999999997,274.0,0.46204379562043785,70,138,0.5072463768115942
ATL,Cordarrelle Patterson,Other,2.3,0,7,9.299999999999999,10.0,0.9299999999999999,7,7,1.0
NYJ,Corey Davis,Man,36.9,12,29,77.9,140.0,0.5564285714285715,46,99,0.46464646464646464
NYJ,Corey Davis,Other,2.7,0,4,6.699999999999999,87.0,0.07701149425287356,4,99,0.04040404040404041
NYJ,Corey Davis,Zone,60.69999999999999,18,34,112.7,176.0,0.6403409090909091,49,99,0.494949494949495
DET,Craig Reynolds,Man,0.30000000000000004,0,1,1.3,1.0,1.3,1,1,1.0
WAS,Curtis Samuel,Man,28.900000000000002,6,25,59.9,163.0,0.3674846625766871,38,102,0.37254901960784315
WAS,Curtis Samuel,Other,11.700000000000001,6,17,34.7,83.0,0.41807228915662653,22,102,0.21568627450980393
WAS,Curtis Samuel,Zone,45.0,6,36,87.00000000000001,206.0,0.42233009708737873,42,102,0.4117647058823529
DET,D'Andre Swift,Man,11.800000000000002,12,17,40.800000000000004,72.0,0.5666666666666668,21,60,0.35
DET,D'Andre Swift,Other,8.9,0,10,18.900000000000002,48.0,0.39375000000000004,14,60,0.23333333333333334
DET,D'Andre Swift,Zone,15.699999999999998,0,20,35.7,99.0,0.36060606060606065,25,60,0.4166666666666667
CAR,DJ Moore,Man,48.9,6,27,81.90000000000002,232.0,0.35301724137931045,50,122,0.4098360655737705
CAR,DJ Moore,Other,18.5,18,8,44.5,100.0,0.445,10,122,0.08196721311475409
CAR,DJ Moore,Zone,53.1,0,33,86.10000000000004,241.0,0.3572614107883819,62,122,0.5081967213114754
SEA,DK Metcalf,Man,63.10000000000001,36,35,134.10000000000002,276.0,0.4858695652173914,62,147,0.4217687074829932
SEA,DK Metcalf,Other,13.3,12,13,38.29999999999999,113.0,0.33893805309734504,15,147,0.10204081632653061
SEA,DK Metcalf,Zone,71.80000000000001,30,41,142.8,302.0,0.47284768211920536,70,147,0.47619047619047616
PHI,Dallas Goedert,Man,24.700000000000003,12,20,56.7,133.0,0.42631578947368426,32,68,0.47058823529411764
PHI,Dallas Goedert,Other,1.5,0,4,5.5,46.0,0.11956521739130435,7,68,0.10294117647058823
PHI,Dallas Goedert,Zone,26.200000000000003,6,22,54.2,141.0,0.3843971631205674,29,68,0.4264705882352941
DAL,Dalton Schultz,Man,22.800000000000004,0,26,48.8,232.0,0.21034482758620687,40,91,0.43956043956043955
DAL,Dalton Schultz,Other,5.3,0,6,11.3,113.0,0.1,8,91,0.08791208791208792
DAL,Dalton Schultz,Zone,35.49999999999999,24,32,91.50000000000001,248.0,0.36895161290322587,43,91,0.4725274725274725
MIN,Dalvin Cook,Man,10.600000000000003,0,11,21.600000000000005,35.0,0.6171428571428573,14,56,0.25
MIN,Dalvin Cook,Other,15.6,6,17,38.6,72.0,0.5361111111111111,21,56,0.375
MIN,Dalvin Cook,Zone,10.500000000000002,0,17,27.5,105.0,0.2619047619047619,21,56,0.375
NE,Damien Harris,Other,2.7,0,2,4.7,20.0,0.23500000000000001,4,8,0.5
NE,Damien Harris,Zone,2.5,0,3,5.5,3.0,1.8333333333333333,4,8,0.5
ATL,Damiere Byrd,Man,23.400000000000002,6,15,44.4,168.0,0.2642857142857143,26,79,0.3291139240506329
ATL,Damiere Byrd,Other,3.8000000000000003,0,8,11.8,89.0,0.13258426966292136,8,79,0.10126582278481013
ATL,Damiere Byrd,Zone,33.199999999999996,0,24,57.199999999999996,215.0,0.26604651162790693,45,79,0.569620253164557
JAX,Dan Arnold,Man,14.8,12,11,37.8,49.0,0.7714285714285714,17,50,0.34
JAX,Dan Arnold,Other,0.7,0,2,2.7,60.0,0.045000000000000005,2,50,0.04
JAX,Dan Arnold,Zone,28.900000000000002,12,19,59.900000000000006,155.0,0.3864516129032258,31,50,0.62
CHI,Dante Pettis,Other,1.0,0,1,2.0,3.0,0.6666666666666666,1,1,1.0
NYG,Darius Slayton,Man,34.800000000000004,18,19,71.8,224.0,0.32053571428571426,47,101,0.46534653465346537
NYG,Darius Slayton,Other,4.6,0,4,8.600000000000001,85.0,0.10117647058823531,4,101,0.039603960396039604
NYG,Darius Slayton,Zone,38.800000000000004,6,28,72.8,274.0,0.2656934306569343,50,101,0.49504950495049505
CHI,Darnell Mooney,Man,17.8,6,17,40.80000000000001,221.0,0.18461538461538465,29,101,0.2871287128712871
CHI,Darnell Mooney,Other,10.4,12,13,35.400000000000006,61.0,0.5803278688524591,16,101,0.15841584158415842
CHI,Darnell Mooney,Zone,36.00000000000001,6,32,73.99999999999999,250.0,0.29599999999999993,56,101,0.5544554455445545
ARI,Darrel Williams,Man,2.3000000000000003,0,4,6.300000000000001,18.0,0.35000000000000003,7,19,0.3684210526315789
ARI,Darrel Williams,Other,5.0,0,9,14.0,10.0,1.4,12,19,0.631578947368421
LV,Darren Waller,Man,51.099999999999994,30,41,122.10000000000001,212.0,0.5759433962264151,67,151,0.44370860927152317
LV,Darren Waller,Other,19.1,0,21,40.1,75.0,0.5346666666666667,22,151,0.1456953642384106
LV,Darren Waller,Zone,49.49999999999999,24,45,118.50000000000001,252.0,0.4702380952380953,62,151,0.4105960264900662
CHI,Darrynton Evans,Man,0.30000000000000004,6,1,7.3,1.0,7.3,1,1,1.0
KC,Daurice Fountain,Zone,0.0,0,0,0.0,1.0,0.0,1,1,1.0
LV,Davante Adams,Man,78.60000000000001,96,61,235.6,199.0,1.1839195979899497,81,180,0.45
LV,Davante Adams,Other,19.7,12,29,60.7,71.0,0.8549295774647888,29,180,0.16111111111111112
LV,Davante Adams,Zone,56.10000000000001,18,45,119.10000000000002,192.0,0.6203125000000002,70,180,0.3888888888888889
CHI,David Montgomery,Man,14.1,6,14,34.1,100.0,0.341,20,72,0.2777777777777778
CHI,David Montgomery,Other,2.8000000000000003,6,7,15.8,22.0,0.7181818181818183,10,72,0.1388888888888889
CHI,David Montgomery,Zone,27.199999999999996,0,34,61.19999999999999,157.0,0.38980891719745214,42,72,0.5833333333333334
CHI,David Moore,Man,18.900000000000002,24,14,56.9,130.0,0.43769230769230766,20,50,0.4
CHI,David Moore,Other,4.7,0,9,13.700000000000001,29.0,0.47241379310344833,10,50,0.2
CHI,David Moore,Zone,18.9,12,14,44.89999999999999,124.0,0.3620967741935483,20,50,0.4
CLE,David Njoku,Man,15.0,12,16,42.99999999999999,74.0,0.581081081081081,24,28,0.8571428571428571
CLE,David Njoku,Other,4.7,0,2,6.7,5.0,1.34,4,28,0.14285714285714285
BUF,Dawson Knox,Man,13.799999999999999,6,14,33.8,77.0,0.43896103896103894,28,60,0.4666666666666667
BUF,Dawson Knox,Other,3.0,12,5,20.0,34.0,0.5882352941176471,6,60,0.1
BUF,Dawson Knox,Zone,18.500000000000004,12,15,45.5,67.0,0.6791044776119403,26,60,0.43333333333333335
NE,DeVante Parker,Man,41.800000000000004,18,33,92.8,209.0,0.44401913875598087,59,113,0.5221238938053098
NE,DeVante Parker,Other,5.0,0,5,10.0,15.0,0.6666666666666666,7,113,0.061946902654867256
