,playerName,DropType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes
0,A.J. Brown,0/1 Step,36.599999999999994,30,27,93.60000000000001,31.0,3.0193548387096776
1,A.J. Brown,3 Step,37.8,36,27,100.80000000000001,44.0,2.290909090909091
2,A.J. Brown,5 Step,21.900000000000002,0,11,32.900000000000006,18.0,1.8277777777777782
3,A.J. Brown,7 Step,12.4,0,6,18.4,10.0,1.8399999999999999
14,A.J. Green,0/1 Step,21.1,6,22,49.10000000000001,38.0,1.2921052631578949
15,A.J. Green,3 Step,19.7,6,18,43.7,53.0,0.8245283018867925
16,A.J. Green,5 Step,8.100000000000001,6,6,20.1,8.0,2.5125
17,A.J. Green,7 Step,1.9000000000000001,0,1,2.9000000000000004,4.0,0.7250000000000001
22,Aaron Jones,0/1 Step,5.500000000000001,6,5,16.5,8.0,2.0625
23,Aaron Jones,3 Step,12.700000000000001,6,22,40.699999999999996,24.0,1.695833333333333
24,Aaron Jones,5 Step,3.5000000000000004,0,5,8.5,8.0,1.0625
25,Aaron Jones,7 Step,5.700000000000001,0,5,10.700000000000001,5.0,2.14
30,Adam Humphries,0/1 Step,10.4,6,10,26.400000000000002,12.0,2.2
31,Adam Humphries,3 Step,12.4,6,13,31.400000000000002,23.0,1.365217391304348
39,Adam Thielen,0/1 Step,8.0,6,7,21.000000000000004,15.0,1.4000000000000001
40,Adam Thielen,3 Step,26.4,30,27,83.4,38.0,2.194736842105263
41,Adam Thielen,5 Step,17.400000000000002,12,15,44.39999999999999,21.0,2.114285714285714
42,Adam Thielen,7 Step,21.299999999999997,12,10,43.3,13.0,3.3307692307692305
50,Adam Trautman,7 Step,1.5000000000000002,0,2,3.5,2.0,1.75
56,Adrian Peterson,5 Step,1.7,0,4,5.7,6.0,0.9500000000000001
57,Adrian Peterson,7 Step,1.4,0,2,3.4,2.0,1.7
67,Alec Ingold,5 Step,7.3999999999999995,6,7,20.400000000000002,9.0,2.266666666666667
71,Alex Armah,7 Step,0.9,0,2,2.9,2.0,1.45
76,Alex Erickson,0/1 Step,13.500000000000002,0,11,24.5,12.0,2.0416666666666665
80,Alexander Mattison,5 Step,4.5,6,5,15.5,5.0,3.1
83,Alfred Morris,7 Step,0.9,0,1,1.9,2.0,0.95
86,Allen Lazard,3 Step,15.900000000000002,0,11,26.900000000000002,18.0,1.4944444444444445
87,Allen Lazard,5 Step,12.900000000000002,6,10,28.900000000000002,12.0,2.4083333333333337
88,Allen Lazard,7 Step,16.1,6,4,26.1,3.0,8.700000000000001
92,Allen Robinson,0/1 Step,26.499999999999996,6,31,63.500000000000014,37.0,1.7162162162162167
93,Allen Robinson,3 Step,61.1,24,43,128.10000000000002,67.0,1.911940298507463
94,Allen Robinson,5 Step,12.500000000000002,0,8,20.5,13.0,1.5769230769230769
95,Allen Robinson,7 Step,11.0,0,5,16.0,5.0,3.2
100,Alshon Jeffery,0/1 Step,7.6000000000000005,6,5,18.6,8.0,2.325
103,Alvin Kamara,0/1 Step,4.6,6,9,19.6,13.0,1.5076923076923079
104,Alvin Kamara,3 Step,17.6,0,20,37.6,25.0,1.504
105,Alvin Kamara,5 Step,33.7,6,41,80.70000000000002,40.0,2.0175000000000005
106,Alvin Kamara,7 Step,7.4,6,3,16.4,5.0,3.28
112,Amari Cooper,0/1 Step,22.200000000000003,12,20,54.2,26.0,2.0846153846153848
113,Amari Cooper,3 Step,50.29999999999999,12,47,109.30000000000001,68.0,1.6073529411764707
114,Amari Cooper,5 Step,15.9,6,8,29.9,13.0,2.3
115,Amari Cooper,7 Step,9.600000000000001,0,3,12.600000000000001,5.0,2.5200000000000005
128,Andy Isabella,0/1 Step,4.2,0,7,11.2,9.0,1.2444444444444445
130,Andy Isabella,5 Step,14.500000000000002,6,7,27.500000000000004,14.0,1.9642857142857146
137,Anthony Firkser,0/1 Step,13.4,0,13,26.4,16.0,1.65
138,Anthony Firkser,3 Step,27.200000000000003,6,23,56.20000000000001,31.0,1.812903225806452
146,Anthony Miller,0/1 Step,14.899999999999999,0,18,32.9,22.0,1.4954545454545454
147,Anthony Miller,3 Step,21.299999999999997,6,15,42.300000000000004,29.0,1.4586206896551726
148,Anthony Miller,5 Step,9.500000000000002,6,7,22.5,10.0,2.25
154,Antonio Brown,0/1 Step,12.700000000000001,0,19,31.700000000000003,22.0,1.4409090909090911
155,Antonio Brown,3 Step,21.5,18,16,55.5,22.0,2.522727272727273
156,Antonio Brown,5 Step,10.5,18,5,33.5,5.0,6.7
157,Antonio Brown,7 Step,3.9000000000000004,0,2,5.9,2.0,2.95
165,Antonio Gibson,0/1 Step,0.8,0,8,8.8,9.0,0.9777777777777779
166,Antonio Gibson,3 Step,10.100000000000001,0,17,27.1,19.0,1.4263157894736842
167,Antonio Gibson,5 Step,11.4,0,9,20.4,10.0,2.04
168,Antonio Gibson,7 Step,0.6000000000000001,0,1,1.6,2.0,0.8
176,Auden Tate,0/1 Step,7.800000000000001,0,7,14.8,10.0,1.48
180,Austin Carr,7 Step,1.0,0,1,2.0,2.0,1.0
182,Austin Ekeler,0/1 Step,7.500000000000002,6,11,24.5,13.0,1.8846153846153846
183,Austin Ekeler,3 Step,10.700000000000003,6,16,32.7,21.0,1.5571428571428574
184,Austin Ekeler,5 Step,6.100000000000001,0,10,16.1,11.0,1.4636363636363638
185,Austin Ekeler,7 Step,4.7,0,5,9.7,6.0,1.6166666666666665
189,Austin Hooper,0/1 Step,3.4000000000000004,6,5,14.4,6.0,2.4
190,Austin Hooper,3 Step,23.8,6,23,52.8,30.0,1.76
191,Austin Hooper,5 Step,7.800000000000001,12,10,29.800000000000004,11.0,2.7090909090909094
192,Austin Hooper,7 Step,2.3000000000000003,6,2,10.3,4.0,2.575
213,Benny Snell,7 Step,0.0,0,0,0.0,1.0,0.0
225,Boston Scott,3 Step,12.200000000000001,6,12,30.200000000000006,16.0,1.8875000000000004
226,Boston Scott,5 Step,1.6,0,3,4.6,7.0,0.6571428571428571
230,Brandin Cooks,0/1 Step,19.7,6,18,43.70000000000002,23.0,1.9000000000000008
231,Brandin Cooks,3 Step,33.300000000000004,6,26,65.30000000000001,41.0,1.5926829268292686
232,Brandin Cooks,5 Step,33.9,12,20,65.9,28.0,2.3535714285714286
233,Brandin Cooks,7 Step,7.4,6,4,17.4,6.0,2.9
240,Brandon Aiyuk,0/1 Step,18.5,18,20,56.50000000000001,36.0,1.5694444444444446
241,Brandon Aiyuk,3 Step,35.300000000000004,12,21,68.3,31.0,2.203225806451613
242,Brandon Aiyuk,5 Step,7.300000000000001,0,5,12.3,10.0,1.23
243,Brandon Aiyuk,7 Step,4.800000000000001,0,3,7.8,6.0,1.3
250,Brandon Powell,0/1 Step,4.8,6,8,18.8,9.0,2.088888888888889
257,Braxton Berrios,0/1 Step,4.4,0,11,15.4,11.0,1.4000000000000001
258,Braxton Berrios,3 Step,17.4,0,16,33.400000000000006,29.0,1.1517241379310348
259,Braxton Berrios,5 Step,7.6,12,4,23.6,9.0,2.6222222222222222
265,Breshad Perriman,0/1 Step,3.4000000000000004,0,6,9.400000000000002,11.0,0.8545454545454547
266,Breshad Perriman,3 Step,18.700000000000003,12,11,41.70000000000001,28.0,1.4892857142857145
267,Breshad Perriman,5 Step,8.8,0,4,12.8,9.0,1.4222222222222223
268,Breshad Perriman,7 Step,18.0,6,6,30.000000000000004,8.0,3.7500000000000004
272,Brian Hill,0/1 Step,2.9000000000000004,0,5,7.9,7.0,1.1285714285714286
274,Brian Hill,5 Step,6.4,0,8,14.4,8.0,1.8
275,Brian Hill,7 Step,3.2,0,4,7.2,5.0,1.44
288,Byron Pringle,5 Step,8.5,0,5,13.5,5.0,2.7
289,Byron Pringle,7 Step,0.2,0,1,1.2,1.0,1.2
302,C.J. Ham,7 Step,1.3,0,2,3.3,4.0,0.825
313,Calvin Ridley,0/1 Step,12.299999999999999,12,16,40.30000000000001,24.0,1.6791666666666671
314,Calvin Ridley,3 Step,59.699999999999996,18,37,114.7,63.0,1.8206349206349206
315,Calvin Ridley,5 Step,32.1,6,20,58.09999999999999,33.0,1.7606060606060603
316,Calvin Ridley,7 Step,21.7,6,8,35.7,15.0,2.3800000000000003
323,Cam Akers,7 Step,1.8,0,2,3.8000000000000003,3.0,1.2666666666666668
328,Cam Sims,0/1 Step,13.500000000000002,0,10,23.499999999999996,11.0,2.1363636363636362
329,Cam Sims,3 Step,16.6,6,11,33.6,20.0,1.6800000000000002
330,Cam Sims,5 Step,19.5,0,10,29.500000000000004,6.0,4.916666666666667
331,Cam Sims,7 Step,6.5,0,4,10.5,7.0,1.5
340,Cameron Brate,0/1 Step,11.100000000000001,12,13,36.1,13.0,2.776923076923077
341,Cameron Brate,3 Step,21.700000000000003,0,19,40.70000000000001,15.0,2.713333333333334
343,Cameron Brate,7 Step,9.5,0,5,14.5,2.0,7.25
347,Carlos Hyde,5 Step,3.8,0,5,8.8,6.0,1.4666666666666668
351,Cedrick Wilson,3 Step,4.9,0,6,10.9,12.0,0.9083333333333333
358,CeeDee Lamb,0/1 Step,22.900000000000002,12,20,54.900000000000006,25.0,2.196
359,CeeDee Lamb,3 Step,53.9,18,39,110.90000000000003,64.0,1.7328125000000005
360,CeeDee Lamb,5 Step,7.300000000000001,0,3,10.3,7.0,1.4714285714285715
361,CeeDee Lamb,7 Step,2.0,0,1,3.0,2.0,1.5
372,Chad Beebe,3 Step,15.200000000000001,12,13,40.2,20.0,2.0100000000000002
387,Chase Claypool,0/1 Step,17.000000000000004,18,27,61.999999999999986,36.0,1.7222222222222219
388,Chase Claypool,3 Step,63.49999999999999,48,37,148.5,68.0,2.1838235294117645
389,Chase Claypool,5 Step,3.0,0,1,4.0,7.0,0.5714285714285714
392,Chase Edmonds,0/1 Step,10.3,0,13,23.299999999999997,15.0,1.5533333333333332
393,Chase Edmonds,3 Step,12.9,12,18,42.900000000000006,23.0,1.8652173913043482
394,Chase Edmonds,5 Step,15.800000000000002,6,21,42.8,24.0,1.7833333333333332
395,Chase Edmonds,7 Step,1.5,0,1,2.5,2.0,1.25
398,Chris Carson,0/1 Step,8.4,0,16,24.400000000000002,15.0,1.6266666666666667
399,Chris Carson,3 Step,10.200000000000001,6,11,27.2,13.0,2.0923076923076924
401,Chris Carson,7 Step,0.4,0,1,1.4,2.0,0.7
405,Chris Conley,0/1 Step,3.8000000000000003,0,6,9.799999999999999,8.0,1.2249999999999999
406,Chris Conley,3 Step,25.5,12,19,56.5,29.0,1.9482758620689655
407,Chris Conley,5 Step,8.400000000000002,0,7,15.400000000000002,15.0,1.0266666666666668
408,Chris Conley,7 Step,5.1000000000000005,0,1,6.1000000000000005,3.0,2.0333333333333337
412,Chris Godwin,0/1 Step,26.500000000000004,12,31,69.50000000000001,24.0,2.895833333333334
413,Chris Godwin,3 Step,23.200000000000003,6,20,49.2,28.0,1.7571428571428573
414,Chris Godwin,5 Step,31.300000000000004,6,15,52.300000000000004,15.0,3.486666666666667
415,Chris Godwin,7 Step,21.7,18,8,47.7,8.0,5.9625
419,Chris Herndon,0/1 Step,5.5,0,7,12.5,7.0,1.7857142857142858
420,Chris Herndon,3 Step,17.7,18,16,51.7,27.0,1.914814814814815
426,Chris Hogan,0/1 Step,2.7,0,6,8.7,8.0,1.0875
427,Chris Hogan,3 Step,9.1,0,8,17.1,17.0,1.0058823529411764
436,Chris Thompson,5 Step,1.5,0,4,5.5,7.0,0.7857142857142857
437,Chris Thompson,7 Step,2.0,0,2,4.0,2.0,2.0
445,Christian Kirk,0/1 Step,10.299999999999999,12,13,35.3,15.0,2.353333333333333
446,Christian Kirk,3 Step,23.799999999999997,12,18,53.800000000000004,26.0,2.0692307692307694
447,Christian Kirk,5 Step,19.599999999999998,6,11,36.599999999999994,27.0,1.3555555555555554
456,Clyde Edwards-Helaire,0/1 Step,10.3,0,12,22.3,14.0,1.592857142857143
457,Clyde Edwards-Helaire,3 Step,13.200000000000001,6,16,35.199999999999996,23.0,1.5304347826086955
458,Clyde Edwards-Helaire,5 Step,3.7,0,3,6.7,5.0,1.34
459,Clyde Edwards-Helaire,7 Step,3.0,0,2,5.0,2.0,2.5
466,Cole Beasley,0/1 Step,51.8,12,55,118.80000000000003,58.0,2.048275862068966
467,Cole Beasley,3 Step,36.6,12,22,70.6,24.0,2.9416666666666664
468,Cole Beasley,5 Step,11.4,0,7,18.400000000000002,9.0,2.0444444444444447
469,Cole Beasley,7 Step,2.3000000000000003,0,2,4.300000000000001,3.0,1.4333333333333336
472,Cole Kmet,0/1 Step,10.500000000000002,6,12,28.500000000000007,14.0,2.035714285714286
474,Cole Kmet,5 Step,0.6000000000000001,0,2,2.5999999999999996,5.0,0.5199999999999999
482,Collin Johnson,3 Step,5.5,0,6,11.5,11.0,1.0454545454545454
483,Collin Johnson,5 Step,17.8,12,8,37.800000000000004,11.0,3.436363636363637
484,Collin Johnson,7 Step,2.7,0,2,4.7,4.0,1.175
485,Cooper Kupp,0/1 Step,11.800000000000002,0,20,31.800000000000004,23.0,1.3826086956521741
486,Cooper Kupp,3 Step,63.800000000000004,6,48,117.8,61.0,1.9311475409836065
487,Cooper Kupp,5 Step,6.6,0,5,11.6,11.0,1.0545454545454545
488,Cooper Kupp,7 Step,15.0,6,10,31.000000000000004,12.0,2.5833333333333335
492,Cordarrelle Patterson,0/1 Step,4.8999999999999995,0,8,12.9,10.0,1.29
504,Corey Davis,0/1 Step,25.900000000000002,12,24,61.90000000000001,25.0,2.4760000000000004
505,Corey Davis,3 Step,29.9,6,22,57.89999999999999,34.0,1.702941176470588
506,Corey Davis,5 Step,31.5,6,16,53.49999999999999,23.0,2.326086956521739
507,Corey Davis,7 Step,9.9,6,2,17.9,4.0,4.475
515,Curtis Samuel,0/1 Step,14.200000000000003,6,23,43.199999999999996,29.0,1.489655172413793
516,Curtis Samuel,3 Step,22.1,0,18,40.10000000000001,25.0,1.6040000000000003
517,Curtis Samuel,5 Step,31.4,6,18,55.400000000000006,23.0,2.4086956521739133
518,Curtis Samuel,7 Step,9.200000000000001,0,4,13.200000000000001,4.0,3.3000000000000003
527,D'Andre Swift,0/1 Step,5.700000000000001,0,7,12.7,8.0,1.5875
528,D'Andre Swift,3 Step,17.100000000000005,6,22,45.10000000000001,28.0,1.610714285714286
529,D'Andre Swift,5 Step,6.0,6,8,20.0,10.0,2.0
530,D'Andre Swift,7 Step,0.5,0,1,1.5,2.0,0.75
536,DJ Chark Jr,0/1 Step,12.700000000000003,12,12,36.7,16.0,2.29375
537,DJ Chark Jr,3 Step,18.9,6,16,40.9,27.0,1.5148148148148148
538,DJ Chark Jr,5 Step,18.3,12,12,42.300000000000004,33.0,1.281818181818182
539,DJ Chark Jr,7 Step,13.9,0,8,21.9,12.0,1.825
543,DJ Moore,0/1 Step,23.3,12,20,55.3,30.0,1.8433333333333333
544,DJ Moore,3 Step,43.999999999999986,6,22,72.00000000000001,40.0,1.8000000000000003
545,DJ Moore,5 Step,37.400000000000006,6,16,59.400000000000006,31.0,1.9161290322580646
546,DJ Moore,7 Step,11.600000000000001,0,5,16.6,8.0,2.075
550,DK Metcalf,0/1 Step,42.29999999999999,24,37,103.30000000000001,50.0,2.0660000000000003
551,DK Metcalf,3 Step,45.10000000000001,24,23,92.10000000000002,34.0,2.7088235294117653
552,DK Metcalf,5 Step,39.800000000000004,12,15,66.80000000000001,25.0,2.6720000000000006
553,DK Metcalf,7 Step,13.600000000000003,6,7,26.6,12.0,2.216666666666667
558,DaeSean Hamilton,0/1 Step,11.000000000000002,12,9,32.0,11.0,2.909090909090909
559,DaeSean Hamilton,3 Step,13.200000000000001,0,11,24.2,24.0,1.0083333333333333
560,DaeSean Hamilton,5 Step,2.5,0,2,4.5,7.0,0.6428571428571429
561,DaeSean Hamilton,7 Step,3.8,0,2,5.8,3.0,1.9333333333333333
564,Dallas Goedert,0/1 Step,19.2,6,16,41.2,22.0,1.8727272727272728
565,Dallas Goedert,3 Step,15.0,12,16,43.0,26.0,1.6538461538461537
566,Dallas Goedert,5 Step,8.3,0,5,13.3,6.0,2.216666666666667
575,Dalton Schultz,0/1 Step,10.399999999999999,6,14,30.4,19.0,1.5999999999999999
576,Dalton Schultz,3 Step,29.399999999999995,12,30,71.4,45.0,1.586666666666667
578,Dalton Schultz,7 Step,1.7000000000000002,0,2,3.7,2.0,1.85
584,Dalvin Cook,3 Step,11.6,0,16,27.6,19.0,1.4526315789473685
585,Dalvin Cook,5 Step,5.8,0,7,12.8,8.0,1.6
586,Dalvin Cook,7 Step,1.3,0,2,3.3,4.0,0.825
594,Damiere Byrd,0/1 Step,14.599999999999998,0,15,29.6,20.0,1.48
595,Damiere Byrd,3 Step,16.7,0,13,29.700000000000003,21.0,1.4142857142857144
596,Damiere Byrd,5 Step,24.5,6,12,42.49999999999999,24.0,1.770833333333333
597,Damiere Byrd,7 Step,2.8,0,2,4.8,5.0,0.96
605,Dan Arnold,3 Step,17.7,12,10,39.69999999999999,15.0,2.646666666666666
606,Dan Arnold,5 Step,19.7,6,13,38.7,20.0,1.935
614,Danny Amendola,0/1 Step,8.0,0,13,21.000000000000004,16.0,1.3125000000000002
615,Danny Amendola,3 Step,19.2,0,14,33.199999999999996,25.0,1.3279999999999998
616,Danny Amendola,5 Step,23.6,0,11,34.6,20.0,1.73
617,Danny Amendola,7 Step,6.5,0,3,9.5,3.0,3.1666666666666665
623,Dare Ogunbowale,3 Step,0.9,0,4,4.9,11.0,0.4454545454545455
627,Darius Slayton,0/1 Step,18.1,6,16,40.10000000000001,29.0,1.3827586206896554
628,Darius Slayton,3 Step,38.900000000000006,12,21,71.89999999999999,36.0,1.997222222222222
629,Darius Slayton,5 Step,6.7,0,5,11.7,10.0,1.17
630,Darius Slayton,7 Step,7.1000000000000005,6,3,16.1,8.0,2.0125
635,Darnell Mooney,0/1 Step,9.4,6,15,30.400000000000006,19.0,1.6000000000000003
636,Darnell Mooney,3 Step,15.699999999999998,6,12,33.699999999999996,28.0,1.2035714285714285
637,Darnell Mooney,5 Step,13.8,0,8,21.8,15.0,1.4533333333333334
638,Darnell Mooney,7 Step,3.8000000000000003,0,2,5.800000000000001,5.0,1.1600000000000001
643,Darrel Williams,3 Step,8.5,0,14,22.5,15.0,1.5
645,Darrel Williams,7 Step,1.2000000000000002,0,1,2.2,1.0,2.2
657,Darrell Henderson Jr,7 Step,3.7,0,5,8.700000000000001,7.0,1.242857142857143
660,Darren Fells,3 Step,17.400000000000002,18,11,46.400000000000006,16.0,2.9000000000000004
665,Darren Waller,0/1 Step,27.8,18,25,70.80000000000001,35.0,2.022857142857143
666,Darren Waller,3 Step,49.2,12,39,100.20000000000003,53.0,1.8905660377358497
667,Darren Waller,5 Step,19.1,12,11,42.099999999999994,16.0,2.6312499999999996
668,Darren Waller,7 Step,5.300000000000001,0,4,9.3,10.0,0.93
674,Darrius Shepherd,5 Step,3.5,0,2,5.5,5.0,1.1
687,Davante Adams,0/1 Step,29.900000000000006,12,28,69.9,29.0,2.410344827586207
688,Davante Adams,3 Step,53.400000000000006,42,43,138.39999999999998,54.0,2.5629629629629624
689,Davante Adams,5 Step,28.700000000000003,24,17,69.69999999999999,24.0,2.9041666666666663
690,Davante Adams,7 Step,14.2,6,7,27.2,9.0,3.022222222222222
697,David Johnson,3 Step,11.4,12,12,35.4,18.0,1.9666666666666666
698,David Johnson,5 Step,12.2,0,11,23.2,14.0,1.657142857142857
699,David Johnson,7 Step,4.6000000000000005,0,4,8.6,5.0,1.72
702,David Montgomery,0/1 Step,8.5,6,15,29.5,18.0,1.6388888888888888
703,David Montgomery,3 Step,18.200000000000003,0,22,40.2,28.0,1.4357142857142857
704,David Montgomery,5 Step,11.100000000000001,6,8,25.099999999999998,10.0,2.51
705,David Montgomery,7 Step,3.0,0,3,6.0,3.0,2.0
709,David Moore,0/1 Step,8.2,12,15,35.2,22.0,1.6
711,David Moore,5 Step,16.1,6,6,28.1,9.0,3.1222222222222222
716,David Njoku,0/1 Step,7.300000000000002,0,8,15.300000000000002,10.0,1.5300000000000002
723,Dawson Knox,0/1 Step,5.800000000000001,6,5,16.800000000000004,11.0,1.5272727272727276
724,Dawson Knox,3 Step,12.200000000000001,6,11,29.199999999999996,15.0,1.9466666666666663
725,Dawson Knox,5 Step,7.200000000000001,0,7,14.2,8.0,1.775
726,Dawson Knox,7 Step,2.7,0,1,3.7,5.0,0.74
737,DeAndre Hopkins,0/1 Step,16.9,0,25,41.9,36.0,1.1638888888888888
738,DeAndre Hopkins,3 Step,64.1,36,47,147.10000000000002,58.0,2.5362068965517244
739,DeAndre Hopkins,5 Step,46.699999999999996,0,25,71.7,42.0,1.7071428571428573
740,DeAndre Hopkins,7 Step,4.2,0,3,7.2,3.0,2.4
750,DeSean Jackson,0/1 Step,3.0,0,3,6.0,6.0,1.0
751,DeSean Jackson,3 Step,5.200000000000001,0,6,11.2,12.0,0.9333333333333332
755,DeVante Parker,0/1 Step,14.8,0,13,27.800000000000008,23.0,1.2086956521739134
756,DeVante Parker,3 Step,50.0,12,38,100.00000000000001,64.0,1.5625000000000002
757,DeVante Parker,5 Step,8.9,0,5,13.9,7.0,1.9857142857142858
764,DeeJay Dallas,5 Step,4.699999999999999,0,6,10.7,6.0,1.7833333333333332
765,DeeJay Dallas,7 Step,0.30000000000000004,0,1,1.3,2.0,0.65
768,Deebo Samuel,0/1 Step,26.9,6,20,52.89999999999999,24.0,2.204166666666666
776,Demarcus Robinson,0/1 Step,9.700000000000001,0,12,21.700000000000003,11.0,1.9727272727272729
777,Demarcus Robinson,3 Step,19.1,0,17,36.099999999999994,21.0,1.7190476190476187
778,Demarcus Robinson,5 Step,10.900000000000002,12,9,31.900000000000002,13.0,2.453846153846154
791,Denzel Mims,3 Step,14.7,0,10,24.7,24.0,1.0291666666666666
792,Denzel Mims,5 Step,8.7,0,4,12.7,8.0,1.5875
793,Denzel Mims,7 Step,5.9,0,3,8.9,7.0,1.2714285714285716
797,Deon Yelder,7 Step,0.0,0,0,0.0,1.0,0.0
810,Derrick Henry,0/1 Step,2.4000000000000004,0,6,8.4,8.0,1.05
812,Derrick Henry,5 Step,2.8000000000000003,0,5,7.799999999999999,9.0,0.8666666666666666
813,Derrick Henry,7 Step,5.900000000000001,0,3,8.900000000000002,4.0,2.2250000000000005
819,Devin Asiasi,7 Step,0.0,0,0,0.0,2.0,0.0
820,Devin Duvernay,0/1 Step,5.7,0,8,13.700000000000001,9.0,1.5222222222222224
826,Devin Singletary,0/1 Step,11.5,0,19,30.5,19.0,1.605263157894737
827,Devin Singletary,3 Step,9.5,0,13,22.500000000000004,12.0,1.8750000000000002
829,Devin Singletary,7 Step,4.300000000000001,0,2,6.300000000000001,2.0,3.1500000000000004
835,Devine Ozigbo,5 Step,3.4,0,5,8.4,5.0,1.6800000000000002
