nickName,Routes Run,DropType_descr,FP_yards,FP_TD,FP_receiving,FP_total,Routes Run,FP/routes,plays,totalPlays,freq
49ers,168.0,0/1 Step,44.19999999999999,24,59,127.19999999999999,168.0,0.7571428571428571,82,320,0.25625
49ers,152.0,3 Step,114.89999999999998,42,92,248.89999999999995,152.0,1.6374999999999997,151,320,0.471875
49ers,43.0,5 Step,56.999999999999986,24,34,115.00000000000003,43.0,2.6744186046511635,63,320,0.196875
49ers,29.0,7 Step,14.3,12,10,36.300000000000004,29.0,1.2517241379310347,24,320,0.075
Bears,147.0,0/1 Step,34.099999999999994,6,47,87.10000000000001,147.0,0.5925170068027211,65,325,0.2
Bears,180.0,3 Step,135.80000000000004,78,110,323.7999999999999,180.0,1.7988888888888883,169,325,0.52
Bears,53.0,5 Step,56.29999999999999,24,47,127.30000000000003,53.0,2.4018867924528307,74,325,0.2276923076923077
Bears,13.0,7 Step,13.8,0,9,22.800000000000004,13.0,1.7538461538461543,17,325,0.052307692307692305
Bengals,175.0,0/1 Step,86.50000000000001,42,88,216.5,175.0,1.237142857142857,109,344,0.3168604651162791
Bengals,201.0,3 Step,121.3,66,94,281.30000000000007,201.0,1.3995024875621893,163,344,0.4738372093023256
Bengals,35.0,5 Step,45.50000000000001,6,34,85.49999999999999,35.0,2.4428571428571426,59,344,0.17151162790697674
Bengals,14.0,7 Step,11.9,0,6,17.9,14.0,1.2785714285714285,13,344,0.0377906976744186
Bills,224.0,0/1 Step,78.59999999999998,42,83,203.59999999999997,224.0,0.9089285714285713,128,460,0.2782608695652174
Bills,149.0,3 Step,161.8,54,139,354.80000000000007,149.0,2.3812080536912754,229,460,0.49782608695652175
Bills,47.0,5 Step,82.99999999999997,0,55,138.0,47.0,2.9361702127659575,85,460,0.18478260869565216
Bills,27.0,7 Step,15.600000000000001,18,10,43.6,27.0,1.614814814814815,18,460,0.0391304347826087
Broncos,106.0,0/1 Step,39.1,24,60,123.09999999999998,106.0,1.161320754716981,90,336,0.26785714285714285
Broncos,207.0,3 Step,128.20000000000005,48,100,276.2,207.0,1.3342995169082126,154,336,0.4583333333333333
Broncos,45.0,5 Step,53.70000000000001,24,35,112.69999999999999,45.0,2.5044444444444443,67,336,0.19940476190476192
Broncos,12.0,7 Step,37.60000000000001,12,16,65.60000000000001,12.0,5.466666666666668,25,336,0.0744047619047619
Browns,51.0,0/1 Step,89.00000000000001,42,93,224.0,51.0,4.392156862745098,119,461,0.25813449023861174
Browns,152.0,3 Step,212.10000000000005,102,164,478.09999999999985,152.0,3.1453947368421042,266,461,0.5770065075921909
Browns,58.0,5 Step,69.39999999999999,12,40,121.40000000000002,58.0,2.0931034482758624,65,461,0.14099783080260303
Browns,26.0,7 Step,9.5,0,6,15.5,26.0,0.5961538461538461,11,461,0.02386117136659436
Buccaneers,157.0,0/1 Step,54.5,30,77,161.5,157.0,1.0286624203821657,98,476,0.20588235294117646
Buccaneers,219.0,3 Step,145.90000000000006,66,138,349.8999999999999,219.0,1.5977168949771685,211,476,0.4432773109243697
Buccaneers,54.0,5 Step,108.79999999999997,30,75,213.80000000000007,54.0,3.9592592592592606,131,476,0.27521008403361347
Buccaneers,41.0,7 Step,32.900000000000006,6,23,61.9,41.0,1.5097560975609756,36,476,0.07563025210084033
Cardinals,114.0,0/1 Step,55.199999999999996,24,56,135.20000000000002,114.0,1.1859649122807019,87,371,0.23450134770889489
Cardinals,147.0,3 Step,123.2,48,109,280.2,147.0,1.9061224489795918,187,371,0.5040431266846361
Cardinals,152.0,5 Step,54.600000000000016,24,37,115.6,152.0,0.7605263157894736,68,371,0.18328840970350405
Cardinals,5.0,7 Step,29.5,0,16,45.5,5.0,9.1,29,371,0.07816711590296496
Chargers,123.0,0/1 Step,44.899999999999984,42,53,139.90000000000006,123.0,1.1373983739837403,71,306,0.23202614379084968
Chargers,146.0,3 Step,108.10000000000002,48,86,242.1000000000001,146.0,1.6582191780821924,152,306,0.49673202614379086
Chargers,110.0,5 Step,66.60000000000002,12,43,121.59999999999998,110.0,1.1054545454545452,65,306,0.21241830065359477
Chargers,63.0,7 Step,9.3,0,8,17.3,63.0,0.2746031746031746,18,306,0.058823529411764705
Chiefs,68.0,0/1 Step,42.89999999999999,36,58,136.9,68.0,2.013235294117647,83,393,0.21119592875318066
Chiefs,190.0,3 Step,123.9,42,105,270.9,190.0,1.4257894736842105,175,393,0.44529262086513993
Chiefs,118.0,5 Step,68.6,24,54,146.59999999999997,118.0,1.2423728813559318,93,393,0.2366412213740458
Chiefs,30.0,7 Step,38.699999999999996,12,25,75.7,30.0,2.5233333333333334,42,393,0.10687022900763359
Colts,55.0,0/1 Step,61.30000000000001,18,61,140.3,55.0,2.5509090909090912,96,339,0.2831858407079646
Colts,206.0,3 Step,135.29999999999995,36,99,270.3,206.0,1.3121359223300972,159,339,0.4690265486725664
Colts,136.0,5 Step,69.7,6,47,122.70000000000005,136.0,0.9022058823529415,68,339,0.20058997050147492
Colts,38.0,7 Step,11.7,12,6,29.7,38.0,0.781578947368421,16,339,0.0471976401179941
Cowboys,113.0,0/1 Step,76.69999999999997,60,79,215.70000000000007,113.0,1.9088495575221245,118,315,0.3746031746031746
Cowboys,297.0,3 Step,111.70000000000002,42,89,242.7,297.0,0.8171717171717171,136,315,0.43174603174603177
Cowboys,49.0,5 Step,43.999999999999986,24,29,97.0,49.0,1.9795918367346939,44,315,0.13968253968253969
Cowboys,16.0,7 Step,17.1,12,11,40.10000000000001,16.0,2.5062500000000005,17,315,0.05396825396825397
Dolphins,53.0,0/1 Step,72.99999999999999,18,63,154.00000000000003,53.0,2.9056603773584913,92,360,0.25555555555555554
Dolphins,231.0,3 Step,127.59999999999997,24,88,239.59999999999997,231.0,1.037229437229437,151,360,0.41944444444444445
Dolphins,44.0,5 Step,68.30000000000001,6,42,116.30000000000001,44.0,2.6431818181818185,73,360,0.20277777777777778
Dolphins,4.0,7 Step,47.7,18,25,90.69999999999999,4.0,22.674999999999997,44,360,0.12222222222222222
Eagles,162.0,0/1 Step,70.8,36,84,190.80000000000004,162.0,1.177777777777778,112,356,0.3146067415730337
Eagles,200.0,3 Step,129.7,54,103,286.70000000000005,200.0,1.4335000000000002,153,356,0.4297752808988764
Eagles,61.0,5 Step,51.20000000000001,0,41,92.20000000000002,61.0,1.5114754098360659,75,356,0.21067415730337077
Eagles,5.0,7 Step,15.300000000000002,0,10,25.3,5.0,5.0600000000000005,16,356,0.0449438202247191
Falcons,108.0,0/1 Step,57.10000000000001,12,71,140.1,108.0,1.2972222222222223,91,362,0.2513812154696133
Falcons,217.0,3 Step,137.7,60,103,300.69999999999993,217.0,1.3857142857142855,168,362,0.46408839779005523
Falcons,102.0,5 Step,68.10000000000001,42,49,159.10000000000002,102.0,1.5598039215686277,74,362,0.20441988950276244
Falcons,48.0,7 Step,39.400000000000006,12,20,71.40000000000002,48.0,1.4875000000000005,29,362,0.08011049723756906
Football Team,126.0,0/1 Step,71.50000000000003,48,78,197.49999999999991,126.0,1.5674603174603168,117,377,0.3103448275862069
Football Team,184.0,3 Step,121.3,30,99,250.29999999999998,184.0,1.3603260869565217,174,377,0.46153846153846156
Football Team,122.0,5 Step,43.300000000000004,18,26,87.3,122.0,0.7155737704918033,56,377,0.14854111405835543
Football Team,38.0,7 Step,27.299999999999997,12,16,55.29999999999999,38.0,1.4552631578947366,30,377,0.07957559681697612
Giants,161.0,0/1 Step,68.60000000000002,6,76,150.59999999999997,161.0,0.9354037267080744,101,368,0.27445652173913043
Giants,165.0,3 Step,150.2,60,112,322.19999999999993,165.0,1.9527272727272724,177,368,0.48097826086956524
Giants,10.0,5 Step,45.6,30,42,117.6,10.0,11.76,65,368,0.1766304347826087
Giants,26.0,7 Step,26.6,6,18,50.60000000000001,26.0,1.9461538461538466,25,368,0.06793478260869565
Jaguars,71.0,0/1 Step,69.8,18,69,156.80000000000004,71.0,2.2084507042253527,85,338,0.2514792899408284
Jaguars,219.0,3 Step,110.10000000000002,60,97,267.09999999999997,219.0,1.2196347031963468,159,338,0.47041420118343197
Jaguars,149.0,5 Step,76.80000000000001,36,49,161.8,149.0,1.0859060402684564,70,338,0.20710059171597633
Jaguars,50.0,7 Step,19.1,12,11,42.10000000000001,50.0,0.8420000000000002,24,338,0.07100591715976332
Jets,68.0,0/1 Step,81.49999999999999,48,89,218.50000000000006,68.0,3.213235294117648,120,409,0.293398533007335
Jets,200.0,3 Step,134.6,54,113,301.59999999999997,200.0,1.5079999999999998,180,409,0.4400977995110024
Jets,44.0,5 Step,79.39999999999996,24,52,155.39999999999998,44.0,3.5318181818181813,88,409,0.21515892420537897
Jets,25.0,7 Step,18.000000000000004,24,16,58.0,25.0,2.32,21,409,0.05134474327628362
Lions,78.0,0/1 Step,53.4,18,47,118.39999999999998,78.0,1.5179487179487177,66,335,0.19701492537313434
Lions,147.0,3 Step,110.40000000000005,42,81,233.39999999999995,147.0,1.587755102040816,118,335,0.3522388059701492
Lions,119.0,5 Step,98.89999999999998,42,74,214.89999999999998,119.0,1.8058823529411763,104,335,0.31044776119402984
Lions,55.0,7 Step,47.50000000000001,36,29,112.5,55.0,2.0454545454545454,47,335,0.14029850746268657
Packers,37.0,0/1 Step,47.00000000000001,24,53,124.0,37.0,3.3513513513513513,73,355,0.2056338028169014
Packers,156.0,3 Step,116.49999999999997,42,115,273.5,156.0,1.7532051282051282,174,355,0.49014084507042255
Packers,91.0,5 Step,71.1,18,49,138.10000000000005,91.0,1.5175824175824182,85,355,0.23943661971830985
Packers,31.0,7 Step,22.4,12,13,47.4,31.0,1.5290322580645161,23,355,0.0647887323943662
Panthers,132.0,0/1 Step,38.300000000000004,18,58,114.29999999999998,132.0,0.8659090909090907,81,313,0.25878594249201275
Panthers,133.0,3 Step,88.00000000000001,30,85,203.0,133.0,1.5263157894736843,133,313,0.4249201277955272
Panthers,103.0,5 Step,80.50000000000001,24,58,162.5,103.0,1.5776699029126213,84,313,0.268370607028754
Panthers,32.0,7 Step,13.9,12,9,34.9,32.0,1.090625,15,313,0.04792332268370607
Patriots,62.0,0/1 Step,53.00000000000001,6,64,123.00000000000001,62.0,1.9838709677419357,87,327,0.26605504587155965
Patriots,133.0,3 Step,104.39999999999999,30,83,217.40000000000003,133.0,1.6345864661654137,136,327,0.41590214067278286
Patriots,82.0,5 Step,82.20000000000003,48,52,182.20000000000002,82.0,2.2219512195121953,84,327,0.25688073394495414
Patriots,23.0,7 Step,25.900000000000002,6,11,42.900000000000006,23.0,1.8652173913043482,20,327,0.06116207951070336
Raiders,114.0,0/1 Step,54.199999999999996,12,58,124.19999999999999,114.0,1.0894736842105261,93,356,0.2612359550561798
Raiders,134.0,3 Step,114.40000000000003,36,87,237.40000000000003,134.0,1.7716417910447764,143,356,0.40168539325842695
Raiders,116.0,5 Step,85.1,30,56,171.09999999999997,116.0,1.4749999999999996,90,356,0.25280898876404495
Raiders,28.0,7 Step,45.399999999999984,6,23,74.39999999999999,28.0,2.657142857142857,30,356,0.08426966292134831
Rams,71.0,0/1 Step,85.9,18,98,201.9,71.0,2.843661971830986,131,379,0.34564643799472294
Rams,246.0,3 Step,96.60000000000002,54,92,242.59999999999997,246.0,0.9861788617886178,163,379,0.43007915567282323
Rams,51.0,5 Step,33.7,6,23,62.70000000000001,51.0,1.2294117647058826,53,379,0.13984168865435356
Rams,50.0,7 Step,35.0,6,17,58.0,50.0,1.16,32,379,0.08443271767810026
Ravens,92.0,0/1 Step,85.79999999999998,12,90,187.80000000000004,92.0,2.0413043478260873,131,440,0.29772727272727273
Ravens,111.0,3 Step,145.10000000000002,54,137,336.1000000000001,111.0,3.0279279279279288,218,440,0.4954545454545455
Ravens,23.0,5 Step,74.1,18,49,141.09999999999997,23.0,6.134782608695651,91,440,0.20681818181818182
Saints,35.0,0/1 Step,53.79999999999998,18,71,142.8,35.0,4.08,90,351,0.2564102564102564
Saints,134.0,3 Step,97.60000000000002,42,82,221.60000000000008,134.0,1.6537313432835827,156,351,0.4444444444444444
Saints,144.0,5 Step,68.59999999999998,30,43,141.6,144.0,0.9833333333333333,76,351,0.21652421652421652
Saints,55.0,7 Step,36.49999999999999,6,14,56.499999999999986,55.0,1.0272727272727271,29,351,0.08262108262108261
Seahawks,155.0,0/1 Step,73.19999999999999,24,89,186.20000000000005,155.0,1.2012903225806455,113,431,0.26218097447795824
Seahawks,106.0,3 Step,152.39999999999998,18,130,300.40000000000003,106.0,2.833962264150944,206,431,0.4779582366589327
Seahawks,87.0,5 Step,75.9,18,53,146.90000000000003,87.0,1.688505747126437,82,431,0.1902552204176334
Seahawks,33.0,7 Step,22.0,12,16,50.00000000000001,33.0,1.5151515151515154,30,431,0.06960556844547564
Steelers,196.0,0/1 Step,65.10000000000001,36,74,175.10000000000002,196.0,0.8933673469387756,112,402,0.27860696517412936
Steelers,295.0,3 Step,171.5999999999999,54,126,351.6,295.0,1.191864406779661,228,402,0.5671641791044776
Steelers,41.0,5 Step,49.300000000000004,18,32,99.3,41.0,2.421951219512195,49,402,0.12189054726368159
Steelers,14.0,7 Step,13.9,12,7,32.900000000000006,14.0,2.3500000000000005,13,402,0.03233830845771144
Texans,51.0,0/1 Step,46.40000000000001,18,58,122.39999999999999,51.0,2.4,73,310,0.23548387096774193
Texans,194.0,3 Step,90.90000000000002,48,79,217.89999999999998,194.0,1.1231958762886596,117,310,0.3774193548387097
Texans,106.0,5 Step,71.99999999999999,42,50,164.00000000000003,106.0,1.547169811320755,81,310,0.26129032258064516
Texans,16.0,7 Step,45.600000000000016,12,22,79.60000000000001,16.0,4.9750000000000005,39,310,0.12580645161290321
Titans,116.0,0/1 Step,52.500000000000014,30,67,149.49999999999994,116.0,1.2887931034482754,89,368,0.2418478260869565
Titans,157.0,3 Step,145.30000000000004,42,128,315.2999999999999,157.0,2.0082802547770693,192,368,0.5217391304347826
Titans,50.0,5 Step,52.000000000000014,24,39,115.0,50.0,2.3,71,368,0.19293478260869565
Titans,20.0,7 Step,16.4,12,11,39.4,20.0,1.97,16,368,0.043478260869565216
Vikings,33.0,0/1 Step,51.00000000000001,12,61,124.00000000000001,33.0,3.757575757575758,88,271,0.3247232472324723
Vikings,167.0,3 Step,105.40000000000002,54,77,236.4,167.0,1.4155688622754492,108,271,0.3985239852398524
Vikings,86.0,5 Step,66.1,18,41,125.10000000000002,86.0,1.454651162790698,63,271,0.23247232472324722
Vikings,45.0,7 Step,9.100000000000001,6,5,20.099999999999998,45.0,0.4466666666666666,12,271,0.04428044280442804
