team,playerName,route,FP_yards,FP_TD,FP_receiving,FP/routes
NO,Marquez Callaway,6.0,6.6000000000000005,0,5,0.26363636363636367
NO,Marquez Callaway,5.0,5.000000000000001,0,5,0.2702702702702703
NO,Marquez Callaway,8.0,9.100000000000001,0,2,0.34687500000000004
NO,Marquez Callaway,2.0,4.6,6,6,0.5533333333333333
KC,Marquez Valdes-Scantling,7.0,11.0,6,4,1.3125
KC,Marquez Valdes-Scantling,6.0,4.1,0,2,0.244
KC,Marquez Valdes-Scantling,5.0,3.0000000000000004,0,6,0.36
KC,Marquez Valdes-Scantling,8.0,12.2,6,2,1.4428571428571428
KC,Marquez Valdes-Scantling,2.0,1.1,6,1,0.3857142857142857
ARI,Marquise Brown,3.0,0.4,0,1,0.11666666666666665
ARI,Marquise Brown,7.0,0.0,0,0,0.0
ARI,Marquise Brown,4.0,28.100000000000005,0,31,0.451145038167939
ARI,Marquise Brown,6.0,8.0,0,4,0.2608695652173913
ARI,Marquise Brown,5.0,5.9,6,10,0.4211538461538462
ARI,Marquise Brown,8.0,8.100000000000001,6,2,0.4351351351351352
ARI,Marquise Brown,2.0,8.6,0,7,0.43333333333333335
SEA,Marquise Goodwin,3.0,0.0,0,0,0.0
SEA,Marquise Goodwin,7.0,5.0,0,1,3.0
SEA,Marquise Goodwin,4.0,8.4,0,7,0.30196078431372547
SEA,Marquise Goodwin,6.0,2.2,0,1,0.17777777777777778
SEA,Marquise Goodwin,5.0,5.5,0,6,0.575
SEA,Marquise Goodwin,2.0,2.7,0,2,0.19583333333333333
KC,Mecole Hardman,7.0,9.400000000000002,0,2,0.6000000000000001
KC,Mecole Hardman,4.0,11.399999999999999,0,16,0.3702702702702704
KC,Mecole Hardman,6.0,0.5,0,1,0.057692307692307696
KC,Mecole Hardman,5.0,1.2000000000000002,0,2,0.1523809523809524
KC,Mecole Hardman,8.0,0.0,0,0,0.0
KC,Mecole Hardman,2.0,3.3000000000000003,0,2,0.311764705882353
NYJ,Michael Carter,4.0,1.6,0,2,0.15
NYJ,Michael Carter,5.0,1.9000000000000004,0,3,0.30625
NYJ,Michael Carter,2.0,0.9,0,1,0.95
DAL,Michael Gallup,3.0,2.0,0,2,0.26666666666666666
DAL,Michael Gallup,7.0,0.0,0,0,0.0
DAL,Michael Gallup,4.0,8.300000000000002,0,9,0.35306122448979593
DAL,Michael Gallup,6.0,5.1000000000000005,0,3,0.32400000000000007
DAL,Michael Gallup,5.0,0.4,0,1,0.07368421052631578
DAL,Michael Gallup,8.0,1.7000000000000002,0,1,0.18000000000000002
DAL,Michael Gallup,2.0,5.0,0,5,0.3448275862068966
IND,Michael Pittman Jr.,3.0,0.7000000000000001,0,1,0.2833333333333334
IND,Michael Pittman Jr.,7.0,10.0,6,4,0.7142857142857142
IND,Michael Pittman Jr.,4.0,19.000000000000007,0,19,0.3333333333333333
IND,Michael Pittman Jr.,6.0,11.200000000000001,6,11,0.4028571428571428
IND,Michael Pittman Jr.,5.0,11.2,0,10,0.8153846153846154
IND,Michael Pittman Jr.,8.0,6.5,0,2,0.27419354838709675
IND,Michael Pittman Jr.,2.0,10.200000000000003,12,11,0.976470588235294
BAL,Mike Davis,4.0,5.4,0,7,0.31794871794871793
BAL,Mike Davis,6.0,0.0,0,0,0.0
TB,Mike Evans,3.0,5.4,0,3,1.2
TB,Mike Evans,7.0,9.100000000000001,12,4,0.8655172413793104
TB,Mike Evans,4.0,18.400000000000002,6,19,0.5105882352941177
TB,Mike Evans,6.0,8.4,0,5,0.1786666666666667
TB,Mike Evans,5.0,13.4,6,14,0.9542857142857144
TB,Mike Evans,8.0,2.1,0,1,0.05344827586206897
TB,Mike Evans,2.0,12.5,12,8,0.9558823529411765
MIA,Mike Gesicki,7.0,0.0,0,0,0.0
MIA,Mike Gesicki,4.0,4.6,0,8,0.24230769230769234
MIA,Mike Gesicki,6.0,2.7,0,3,0.10178571428571427
MIA,Mike Gesicki,5.0,15.700000000000001,0,17,0.44189189189189193
MIA,Mike Gesicki,8.0,0.0,0,0,0.0
MIA,Mike Gesicki,2.0,13.700000000000003,0,12,0.5354166666666667
CIN,Mike Thomas,3.0,1.6,0,1,2.6
CIN,Mike Thomas,6.0,1.2000000000000002,0,1,0.275
CIN,Mike Thomas,2.0,3.6000000000000005,0,2,0.9333333333333335
LAC,Mike Williams,3.0,0.7000000000000001,0,1,0.24285714285714288
LAC,Mike Williams,7.0,2.0,0,1,0.1
LAC,Mike Williams,4.0,18.6,6,20,0.49010989010989003
LAC,Mike Williams,6.0,10.0,0,4,0.22580645161290322
LAC,Mike Williams,5.0,6.9,0,9,0.5129032258064516
LAC,Mike Williams,8.0,22.0,12,5,1.9499999999999997
LAC,Mike Williams,2.0,6.6,0,8,0.28076923076923077
IND,Mo Alie-Cox,7.0,8.0,12,4,0.9230769230769231
IND,Mo Alie-Cox,4.0,5.1000000000000005,0,5,0.3482758620689655
IND,Mo Alie-Cox,6.0,1.8,0,1,0.13999999999999999
NE,N'Keal Harry,3.0,1.5,0,1,0.4166666666666667
NE,N'Keal Harry,6.0,2.4,0,2,0.16296296296296298
NE,N'Keal Harry,8.0,4.3,0,1,0.5888888888888889
NE,N'Keal Harry,2.0,0.9,0,1,0.2111111111111111
PIT,Najee Harris,4.0,2.1,0,6,0.21891891891891896
PIT,Najee Harris,6.0,1.8000000000000003,0,4,0.26363636363636367
PIT,Najee Harris,5.0,7.9,12,12,0.5596491228070176
PIT,Najee Harris,2.0,0.7000000000000001,0,1,0.5666666666666668
NE,Nelson Agholor,3.0,1.9,0,2,0.5571428571428572
NE,Nelson Agholor,7.0,0.0,0,0,0.0
NE,Nelson Agholor,4.0,10.900000000000002,6,12,0.5557692307692308
NE,Nelson Agholor,6.0,2.7,0,3,0.10961538461538461
NE,Nelson Agholor,5.0,6.5,0,7,0.54
NE,Nelson Agholor,8.0,4.4,0,1,0.19285714285714287
NE,Nelson Agholor,2.0,5.7,0,3,0.24857142857142855
TEN,Nick Westbrook-Ikhine,3.0,1.4000000000000001,0,1,0.30000000000000004
TEN,Nick Westbrook-Ikhine,7.0,0.0,0,0,0.0
TEN,Nick Westbrook-Ikhine,4.0,9.3,0,8,0.3931818181818182
TEN,Nick Westbrook-Ikhine,6.0,2.0,0,2,0.2857142857142857
TEN,Nick Westbrook-Ikhine,5.0,2.9000000000000004,0,3,0.1903225806451613
TEN,Nick Westbrook-Ikhine,8.0,4.6000000000000005,0,1,0.6222222222222222
TEN,Nick Westbrook-Ikhine,2.0,10.700000000000001,12,9,1.0931034482758621
HOU,Nico Collins,3.0,0.9,0,1,0.19
HOU,Nico Collins,7.0,3.8,0,2,0.25217391304347825
HOU,Nico Collins,4.0,5.300000000000001,0,6,0.3228571428571429
HOU,Nico Collins,6.0,7.3,0,3,0.12560975609756098
HOU,Nico Collins,5.0,4.4,0,5,0.36153846153846153
HOU,Nico Collins,8.0,1.8,0,1,0.175
HOU,Nico Collins,2.0,8.9,6,6,0.836
DAL,Noah Brown,4.0,4.7,0,3,0.35000000000000003
DAL,Noah Brown,6.0,1.4,0,2,0.26153846153846155
DAL,Noah Brown,5.0,1.2000000000000002,0,2,0.32
DAL,Noah Brown,8.0,2.2,0,1,0.8
DAL,Noah Brown,2.0,2.6,0,3,0.509090909090909
SEA,Noah Fant,7.0,0.4,6,1,0.23125
SEA,Noah Fant,4.0,6.1000000000000005,0,8,0.1719512195121951
SEA,Noah Fant,6.0,2.9000000000000004,0,2,0.196
SEA,Noah Fant,5.0,6.6000000000000005,12,9,0.6133333333333334
SEA,Noah Fant,2.0,4.0,0,3,1.1666666666666667
KC,Noah Gray,2.0,0.0,0,0,0.0
IND,Nyheim Hines,4.0,4.0,0,5,0.25
IND,Nyheim Hines,6.0,1.0,0,1,0.4
IND,Nyheim Hines,5.0,1.3000000000000003,0,2,0.55
ATL,Olamide Zaccheaus,7.0,6.4,6,3,0.55
ATL,Olamide Zaccheaus,4.0,7.3999999999999995,6,7,0.3517241379310345
ATL,Olamide Zaccheaus,6.0,3.5,0,4,0.24193548387096775
ATL,Olamide Zaccheaus,5.0,4.3,0,4,0.259375
ATL,Olamide Zaccheaus,8.0,6.300000000000001,0,2,0.3772727272727273
ATL,Olamide Zaccheaus,2.0,3.0,0,2,0.2
IND,Parris Campbell,3.0,2.7,0,2,0.5875
IND,Parris Campbell,7.0,5.1000000000000005,6,1,3.0250000000000004
IND,Parris Campbell,5.0,3.5000000000000004,0,2,1.375
IND,Parris Campbell,2.0,1.5,0,2,0.875
PIT,Pat Freiermuth,7.0,0.0,0,0,0.0
PIT,Pat Freiermuth,4.0,14.6,0,15,0.4417910447761194
PIT,Pat Freiermuth,6.0,2.0,0,3,0.18518518518518517
PIT,Pat Freiermuth,5.0,11.200000000000001,6,11,0.5320754716981133
PIT,Pat Freiermuth,8.0,0.0,0,0,0.0
PIT,Pat Freiermuth,2.0,3.7,0,3,1.116666666666667
HOU,Pharaoh Brown,7.0,0.0,0,0,0.0
HOU,Pharaoh Brown,5.0,1.7000000000000002,0,3,0.22380952380952382
HOU,Phillip Dorsett,3.0,0.0,0,0,0.0
HOU,Phillip Dorsett,7.0,3.3000000000000003,0,1,1.0750000000000002
HOU,Phillip Dorsett,5.0,1.9000000000000004,0,2,0.5571428571428572
MIA,Preston Williams,4.0,4.6000000000000005,0,4,0.40952380952380957
MIA,Preston Williams,2.0,0.0,0,0,0.0
PHI,Quez Watkins,7.0,4.1000000000000005,0,1,0.26842105263157895
PHI,Quez Watkins,4.0,3.5,0,4,0.26785714285714285
PHI,Quez Watkins,5.0,7.800000000000001,0,5,0.6736842105263158
PHI,Quez Watkins,8.0,8.8,0,2,0.34838709677419355
DET,Quintez Cephus,3.0,0.0,0,0,0.0
DET,Quintez Cephus,7.0,0.5,6,1,0.9375
DET,Quintez Cephus,5.0,2.4000000000000004,0,3,0.9
TEN,Racey McMath,7.0,0.0,0,0,0.0
TEN,Racey McMath,2.0,0.0,0,0,0.0
GB,Randall Cobb,7.0,0.2,6,1,0.6545454545454545
GB,Randall Cobb,6.0,5.300000000000001,6,3,0.7944444444444445
GB,Randall Cobb,5.0,1.6,0,2,0.1565217391304348
GB,Randall Cobb,8.0,5.7,0,2,0.5133333333333333
GB,Randall Cobb,2.0,4.8,6,5,0.9294117647058824
CAR,Rashard Higgins,7.0,1.7000000000000002,0,1,0.2076923076923077
CAR,Rashard Higgins,4.0,3.2,0,4,0.23225806451612904
CAR,Rashard Higgins,6.0,4.6,0,3,0.33043478260869563
CAR,Rashard Higgins,5.0,8.000000000000002,6,7,0.5250000000000001
CAR,Rashard Higgins,8.0,5.800000000000001,0,4,0.4666666666666667
CAR,Rashard Higgins,2.0,1.3,0,1,0.12777777777777777
BAL,Rashod Bateman,7.0,0.0,0,0,0.0
BAL,Rashod Bateman,4.0,15.100000000000001,0,19,0.36276595744680845
BAL,Rashod Bateman,6.0,2.7,0,3,0.12954545454545452
BAL,Rashod Bateman,5.0,5.4,0,6,0.2923076923076923
BAL,Rashod Bateman,2.0,7.000000000000002,6,7,0.45454545454545453
HOU,Rex Burkhead,4.0,3.0,0,4,0.2
NYG,Ricky Seals-Jones,5.0,6.5,0,5,0.2804878048780488
NYG,Ricky Seals-Jones,2.0,0.9,0,1,0.475
GB,Robert Tonyan,7.0,2.0,6,1,2.25
GB,Robert Tonyan,8.0,0.0,0,0,0.0
TEN,Robert Woods,4.0,11.100000000000001,6,10,0.5018518518518518
TEN,Robert Woods,6.0,10.3,6,6,0.7964285714285714
TEN,Robert Woods,5.0,6.300000000000001,6,6,0.5083333333333333
TEN,Robert Woods,8.0,9.5,0,5,0.6304347826086957
TEN,Robert Woods,2.0,1.8,0,1,0.2333333333333333
ARI,Rondale Moore,4.0,4.300000000000001,0,6,0.3814814814814814
ARI,Rondale Moore,2.0,0.6000000000000001,0,1,0.5333333333333333
TB,Russell Gage,7.0,2.6,0,1,0.15
TB,Russell Gage,4.0,8.0,0,9,0.23943661971830985
TB,Russell Gage,6.0,7.4,0,5,0.22962962962962963
TB,Russell Gage,5.0,5.800000000000001,0,7,0.2612244897959184
TB,Russell Gage,8.0,10.3,6,4,0.9227272727272727
TB,Russell Gage,2.0,11.0,6,11,0.8235294117647057
CHI,Ryan Griffin,7.0,0.1,6,1,0.5916666666666667
CHI,Ryan Griffin,4.0,1.7000000000000002,0,2,0.0925
CIN,Samaje Perine,4.0,4.3,0,5,0.2583333333333333
CIN,Samaje Perine,5.0,3.6000000000000005,0,2,1.1199999999999999
GB,Sammy Watkins,3.0,0.8,0,1,0.3
GB,Sammy Watkins,4.0,4.5,0,4,0.18888888888888888
GB,Sammy Watkins,6.0,2.8000000000000003,0,1,0.17272727272727273
GB,Sammy Watkins,5.0,2.7,0,4,0.30454545454545456
GB,Sammy Watkins,8.0,0.0,0,0,0.0
GB,Sammy Watkins,2.0,7.3,0,6,0.532
NYG,Saquon Barkley,4.0,0.30000000000000004,0,1,0.05
NYG,Saquon Barkley,2.0,0.0,0,0,0.0
TB,Scotty Miller,3.0,3.2,0,2,1.7333333333333334
TB,Scotty Miller,2.0,1.4,0,2,0.85
BUF,Stefon Diggs,3.0,6.100000000000001,6,6,1.292857142857143
BUF,Stefon Diggs,7.0,0.0,0,0,0.0
BUF,Stefon Diggs,4.0,28.200000000000003,0,34,0.3398907103825137
BUF,Stefon Diggs,6.0,8.100000000000001,6,7,0.45869565217391306
BUF,Stefon Diggs,5.0,7.300000000000001,0,9,0.4075000000000001
BUF,Stefon Diggs,8.0,4.300000000000001,6,2,0.6833333333333333
BUF,Stefon Diggs,2.0,10.4,6,11,0.7025641025641026
NYG,Sterling Shepard,3.0,1.3,0,1,1.15
NYG,Sterling Shepard,4.0,9.000000000000002,0,12,0.5250000000000001
NYG,Sterling Shepard,6.0,1.7000000000000002,0,1,0.09000000000000001
NYG,Sterling Shepard,5.0,5.8,0,6,0.5619047619047619
NYG,Sterling Shepard,8.0,3.6,0,2,0.3733333333333333
NYG,Sterling Shepard,2.0,3.3000000000000007,0,4,0.4055555555555556
DET,T.J. Hockenson,7.0,2.6,6,2,0.44166666666666665
DET,T.J. Hockenson,4.0,9.600000000000001,0,12,0.3272727272727272
DET,T.J. Hockenson,6.0,0.0,0,0,0.0
DET,T.J. Hockenson,5.0,10.600000000000001,6,11,0.46779661016949153
DET,T.J. Hockenson,2.0,4.2,6,3,1.4666666666666668
NYJ,Tarik Black,2.0,0.0,0,0,0.0
BUF,Tavon Austin,3.0,0.0,0,0,0.0
BUF,Tavon Austin,4.0,6.4,0,6,0.5166666666666667
BUF,Tavon Austin,5.0,3.9000000000000004,0,3,0.32857142857142857
BUF,Tavon Austin,8.0,0.7000000000000001,6,1,0.6416666666666667
BUF,Tavon Austin,2.0,0.0,0,0,0.0
NO,Taysom Hill,6.0,0.0,0,0,0.0
CIN,Tee Higgins,3.0,7.3,0,4,1.0272727272727273
CIN,Tee Higgins,7.0,7.700000000000001,6,3,0.8789473684210528
CIN,Tee Higgins,4.0,12.100000000000001,6,13,0.5867924528301887
CIN,Tee Higgins,6.0,28.100000000000005,0,19,0.7246153846153847
CIN,Tee Higgins,5.0,20.099999999999998,0,17,0.7571428571428571
CIN,Tee Higgins,8.0,2.5,0,1,0.35
CIN,Tee Higgins,2.0,15.300000000000002,6,14,0.619298245614035
CAR,Terrace Marshall Jr.,7.0,0.0,0,0,0.0
CAR,Terrace Marshall Jr.,6.0,3.1000000000000005,0,2,0.16451612903225807
CAR,Terrace Marshall Jr.,5.0,2.2,0,3,0.24761904761904763
CAR,Terrace Marshall Jr.,2.0,2.2,0,2,0.19090909090909092
WAS,Terry McLaurin,3.0,1.2000000000000002,0,1,0.2
WAS,Terry McLaurin,4.0,7.1000000000000005,0,8,0.27454545454545454
WAS,Terry McLaurin,6.0,6.9,0,4,0.22244897959183674
WAS,Terry McLaurin,5.0,12.4,0,10,0.5090909090909091
WAS,Terry McLaurin,8.0,3.8000000000000003,0,2,0.1380952380952381
WAS,Terry McLaurin,2.0,16.3,12,13,0.9833333333333333
DEN,Tim Patrick,3.0,1.9000000000000001,0,1,0.9666666666666668
DEN,Tim Patrick,7.0,0.0,0,0,0.0
DEN,Tim Patrick,4.0,13.8,0,13,0.3080459770114943
DEN,Tim Patrick,6.0,6.1000000000000005,0,4,0.13835616438356166
DEN,Tim Patrick,5.0,9.5,6,9,0.5212765957446809
DEN,Tim Patrick,8.0,3.7,0,2,0.27142857142857146
DEN,Tim Patrick,2.0,6.1,0,5,0.6166666666666667
DET,Tom Kennedy,6.0,3.3000000000000003,0,3,0.7000000000000001
CAR,Tommy Tremble,7.0,0.0,0,0,0.0
CAR,Tommy Tremble,6.0,0.0,0,0,0.0
CAR,Tommy Tremble,5.0,0.7000000000000001,0,1,0.06296296296296297
CAR,Tommy Tremble,8.0,0.0,0,0,0.0
CAR,Tommy Tremble,2.0,0.0,0,0,0.0
DAL,Tony Pollard,6.0,0.0,0,0,0.0
DAL,Tony Pollard,5.0,2.8000000000000003,0,3,0.58
KC,Travis Kelce,7.0,9.600000000000001,0,2,1.1600000000000001
KC,Travis Kelce,4.0,17.299999999999997,6,21,0.29337748344370856
KC,Travis Kelce,6.0,13.2,0,8,0.35932203389830514
KC,Travis Kelce,5.0,26.3,6,21,0.7402777777777778
KC,Travis Kelce,8.0,2.4000000000000004,0,1,0.68
KC,Travis Kelce,2.0,10.000000000000002,0,8,0.47368421052631576
NO,Tre'Quan Smith,7.0,2.7,12,2,0.6958333333333333
NO,Tre'Quan Smith,4.0,4.7,0,6,0.28918918918918923
NO,Tre'Quan Smith,6.0,4.800000000000001,0,2,0.21935483870967745
NO,Tre'Quan Smith,5.0,6.2,0,6,0.46923076923076923
NO,Tre'Quan Smith,8.0,2.2,0,1,0.17777777777777778
NO,Tre'Quan Smith,2.0,4.4,0,4,0.4421052631578948
MIA,Trent Sherfield,6.0,1.3,0,1,0.25555555555555554
MIA,Trent Sherfield,2.0,1.4,0,2,0.5666666666666667
DET,Trinity Benson,3.0,0.0,0,0,0.0
DET,Trinity Benson,4.0,2.4000000000000004,0,4,0.32
BAL,Tylan Wallace,2.0,1.8,0,1,0.39999999999999997
CIN,Tyler Boyd,7.0,3.7,0,2,0.20357142857142857
CIN,Tyler Boyd,4.0,9.8,0,14,0.2975
CIN,Tyler Boyd,6.0,8.700000000000001,0,8,0.2982142857142857
CIN,Tyler Boyd,5.0,9.900000000000002,6,12,0.6065217391304347
CIN,Tyler Boyd,8.0,1.6,0,1,0.1625
CIN,Tyler Boyd,2.0,12.699999999999998,0,9,0.6027777777777777
NYJ,Tyler Conklin,7.0,1.6,0,1,0.0896551724137931
NYJ,Tyler Conklin,4.0,4.000000000000001,0,4,0.14035087719298245
NYJ,Tyler Conklin,6.0,8.3,6,9,0.6472222222222224
NYJ,Tyler Conklin,5.0,2.7000000000000006,6,4,0.2760869565217391
NYJ,Tyler Conklin,8.0,0.0,0,0,0.0
NYJ,Tyler Conklin,2.0,3.2,0,2,0.23636363636363636
LAR,Tyler Higbee,7.0,9.1,6,4,0.8681818181818183
LAR,Tyler Higbee,4.0,7.9,6,8,0.3173913043478261
LAR,Tyler Higbee,6.0,7.000000000000001,0,5,0.48
LAR,Tyler Higbee,5.0,5.0,0,8,0.2653061224489796
LAR,Tyler Higbee,8.0,1.5,0,1,0.25
LAR,Tyler Higbee,2.0,5.4,0,6,0.6705882352941177
TB,Tyler Johnson,3.0,5.0,0,3,1.5999999999999999
TB,Tyler Johnson,7.0,0.0,0,0,0.0
TB,Tyler Johnson,4.0,6.1000000000000005,0,6,0.22830188679245278
TB,Tyler Johnson,6.0,1.8,0,2,0.08260869565217391
TB,Tyler Johnson,5.0,1.4,0,2,0.14166666666666666
TB,Tyler Johnson,2.0,3.3,0,4,0.4294117647058823
SEA,Tyler Lockett,3.0,5.300000000000001,6,4,2.185714285714286
SEA,Tyler Lockett,7.0,13.400000000000002,12,4,0.890909090909091
SEA,Tyler Lockett,4.0,9.8,0,12,0.2759493670886076
SEA,Tyler Lockett,5.0,11.9,0,15,0.44098360655737706
SEA,Tyler Lockett,8.0,3.9000000000000004,0,1,0.4083333333333334
MIA,Tyreek Hill,3.0,0.5,0,1,0.75
MIA,Tyreek Hill,7.0,7.200000000000001,0,3,0.31875000000000003
MIA,Tyreek Hill,4.0,28.3,0,24,0.4887850467289719
MIA,Tyreek Hill,6.0,9.6,6,5,0.8240000000000001
MIA,Tyreek Hill,5.0,17.1,6,19,0.6578125
MIA,Tyreek Hill,8.0,4.9,0,2,0.19714285714285715
MIA,Tyreek Hill,2.0,9.400000000000002,12,8,0.7538461538461538
LAR,Van Jefferson,3.0,1.5,0,1,0.2777777777777778
LAR,Van Jefferson,7.0,0.0,0,0,0.0
LAR,Van Jefferson,4.0,10.3,0,11,0.29583333333333334
LAR,Van Jefferson,6.0,3.9000000000000004,6,4,0.24385964912280705
LAR,Van Jefferson,5.0,7.300000000000001,0,8,0.325531914893617
LAR,Van Jefferson,8.0,42.800000000000004,18,10,1.9135135135135135
LAR,Van Jefferson,2.0,0.0,0,0,0.0
TB,Vyncint Smith,7.0,0.0,0,0,0.0
SEA,Will Dissly,7.0,2.2,0,1,0.29090909090909095
SEA,Will Dissly,5.0,3.8,0,4,0.37142857142857144
ARI,Zach Ertz,7.0,3.8000000000000003,0,2,0.18709677419354842
ARI,Zach Ertz,4.0,11.000000000000002,0,12,0.2705882352941177
ARI,Zach Ertz,6.0,6.2,0,5,0.19999999999999998
ARI,Zach Ertz,5.0,8.900000000000002,0,9,0.4162790697674419
ARI,Zach Ertz,8.0,4.7,6,1,1.6714285714285713
ARI,Zach Ertz,2.0,4.5,0,4,0.6071428571428571
PIT,Zach Gentry,6.0,3.0000000000000004,0,2,0.3333333333333333
PHI,Zach Pascal,3.0,0.0,0,0,0.0
PHI,Zach Pascal,7.0,1.5,0,1,0.09259259259259259
PHI,Zach Pascal,4.0,5.300000000000001,0,6,0.14303797468354434
PHI,Zach Pascal,6.0,1.6,0,1,0.055319148936170216
PHI,Zach Pascal,5.0,1.6,0,2,0.18947368421052632
PHI,Zach Pascal,8.0,1.9000000000000001,12,2,0.48181818181818176
PHI,Zach Pascal,2.0,0.9,0,1,0.12666666666666665
JAX,Zay Jones,7.0,1.7000000000000002,0,1,0.12272727272727274
JAX,Zay Jones,4.0,9.100000000000001,0,10,0.43409090909090914
JAX,Zay Jones,6.0,4.1,0,2,0.21034482758620687
JAX,Zay Jones,5.0,9.7,0,13,0.6305555555555555
JAX,Zay Jones,8.0,9.0,6,4,0.48717948717948717
JAX,Zay Jones,2.0,2.4000000000000004,0,2,0.24444444444444446
